Unnamed: 0,CustomerID,Age,Gender,Location,ProductCategory,PurchaseDate,PurchaseAmount,PaymentMethod,Quantity,DiscountPercentage,IsReturned,Rating,IsPromotion,CustomerSegment,ShippingDuration,Region,IngestionTimestamp,Source,Month
28,29,42.0,Male,Rural,Electronics,2022-01-29,889.7724894627446,Cash,8,0.2878326264987098,False,5,False,Returning,7.0,North,2024-05-31 11:52:10.267500,System A,1
29,30,44.0,Female,City,Electronics,2022-01-30,508.053111272038,Credit Card,9,0.0630576611877052,False,1,True,Returning,1.0,East,2024-05-31 11:52:10.267500,System A,1
30,31,59.0,Female,Rural,Electronics,2022-01-31,454.8562446192456,Credit Card,3,0.2908607637367383,False,1,False,Returning,6.0,West,2024-05-31 11:52:10.267500,System A,1
31,32,45.0,Male,Suburb,Clothing,2022-02-01,590.006140568984,Credit Card,6,0.3831736065523262,False,5,False,Returning,3.0,South,2024-05-31 11:52:10.267500,System A,2
32,33,33.0,Male,Rural,Clothing,2022-02-02,628.5360241615084,Debit Card,5,0.2032082682870093,False,2,False,New,6.0,West,2024-05-31 11:52:10.267500,System A,2
33,34,32.0,Male,City,Clothing,2022-02-03,81.0580481642479,Cash,6,0.4399188739707339,False,3,True,Returning,1.0,South,2024-05-31 11:52:10.267500,System A,2
34,35,64.0,Female,City,Clothing,2022-02-04,685.7910490111684,Credit Card,4,0.3243414766786822,False,3,False,Returning,2.0,West,2024-05-31 11:52:10.267500,System A,2
35,36,61.0,Female,Rural,Clothing,2022-02-05,249.5123635123743,Debit Card,6,0.4496244591446012,False,1,True,New,2.0,South,2024-05-31 11:52:10.267500,System A,2
36,37,20.0,Female,Rural,Electronics,2022-02-06,716.813106181524,Credit Card,7,0.3117526556236686,False,5,True,New,6.0,North,2024-05-31 11:52:10.267500,System A,2
37,38,54.0,Female,City,Clothing,2022-02-07,824.3094464403548,Credit Card,9,0.0656439860024121,False,4,False,Returning,6.0,South,2024-05-31 11:52:10.267500,System A,2
38,39,24.0,Female,Suburb,Clothing,2022-02-08,805.9189224769951,Cash,7,0.1548458555525945,False,2,False,Returning,4.0,South,2024-05-31 11:52:10.267500,System A,2
39,40,38.0,Male,Suburb,Electronics,2022-02-09,556.9759577338102,Debit Card,6,0.1008974741262284,False,1,False,New,1.0,South,2024-05-31 11:52:10.267500,System A,2
40,41,26.0,Female,Rural,Clothing,2022-02-10,524.9681933876436,Cash,1,0.4544132488584311,True,3,True,New,4.0,East,2024-05-31 11:52:10.267500,System A,2
41,42,56.0,Male,Suburb,Electronics,2022-02-11,151.4472017260176,Cash,2,0.3802000336437413,True,5,False,New,3.0,West,2024-05-31 11:52:10.267500,System A,2
42,43,35.0,Male,City,Electronics,2022-02-12,777.5926888991042,Credit Card,1,0.338199184455003,False,5,True,Returning,7.0,North,2024-05-31 11:52:10.267500,System A,2
43,44,21.0,Male,Rural,Home Appliances,2022-02-13,278.6952866422472,Cash,9,0.1504831598158108,True,1,False,New,2.0,West,2024-05-31 11:52:10.267500,System A,2
44,45,42.0,Female,City,Home Appliances,2022-02-14,501.7284685897671,Debit Card,9,0.0920223860251067,False,4,False,Returning,5.0,West,2024-05-31 11:52:10.267500,System A,2
45,46,31.0,Female,City,Home Appliances,2022-02-15,291.43135199824155,Cash,7,0.3782255439944559,False,3,False,New,5.0,North,2024-05-31 11:52:10.267500,System A,2
46,47,26.0,Female,Suburb,Home Appliances,2022-02-16,142.49007936969622,Cash,2,0.2370789729395398,False,1,True,Returning,1.0,East,2024-05-31 11:52:10.267500,System A,2
47,48,43.0,Male,Rural,Clothing,2022-02-17,633.2621199228192,Cash,6,0.1128947760753145,False,4,False,Returning,1.0,South,2024-05-31 11:52:10.267500,System A,2
48,49,19.0,Male,Rural,Home Appliances,2022-02-18,63.78871447467479,Credit Card,4,0.3083109890826375,False,5,False,New,5.0,East,2024-05-31 11:52:10.267500,System A,2
49,50,37.0,Male,Suburb,Electronics,2022-02-19,751.158781784938,Debit Card,1,0.0201669260692259,False,2,True,New,1.0,East,2024-05-31 11:52:10.267500,System A,2
50,51,45.0,Male,City,Clothing,2022-02-20,324.4109273085055,Credit Card,1,0.1630851270641267,False,3,True,Returning,2.0,South,2024-05-31 11:52:10.267500,System A,2
51,52,64.0,Male,City,Home Appliances,2022-02-21,10.133346074440468,Credit Card,5,0.2342784972955673,False,3,False,New,3.0,West,2024-05-31 11:52:10.267500,System A,2
52,53,24.0,Male,City,Electronics,2022-02-22,516.0178478448574,Credit Card,2,0.0739791670547029,False,4,False,New,3.0,South,2024-05-31 11:52:10.267500,System A,2
53,54,61.0,Female,City,Clothing,2022-02-23,56.38338944232709,Credit Card,4,0.4923272387954198,False,1,False,Returning,4.0,North,2024-05-31 11:52:10.267500,System A,2
54,55,25.0,Female,Rural,Clothing,2022-02-24,283.4078622426905,Credit Card,1,0.1045486822948071,False,5,False,Returning,2.0,South,2024-05-31 11:52:10.267500,System A,2
55,56,64.0,Female,Rural,Home Appliances,2022-02-25,709.906722581159,Debit Card,4,0.0651765650216327,False,4,False,Returning,7.0,West,2024-05-31 11:52:10.267500,System A,2
56,57,52.0,Female,Suburb,Clothing,2022-02-26,72.0627254056472,Cash,6,0.1017674369434482,True,2,False,New,1.0,East,2024-05-31 11:52:10.267500,System A,2
57,58,31.0,Male,Suburb,Electronics,2022-02-27,840.9451074324423,Credit Card,4,0.3845305665798621,False,2,True,New,1.0,East,2024-05-31 11:52:10.267500,System A,2
58,59,34.0,Male,Rural,Clothing,2022-02-28,13.781723431997277,Credit Card,1,0.2127528296359214,True,2,True,New,7.0,South,2024-05-31 11:52:10.267500,System A,2
59,60,53.0,Female,Rural,Electronics,2022-03-01,254.3556305098832,Debit Card,7,0.282707969876269,False,4,False,Returning,4.0,North,2024-05-31 11:52:10.267500,System A,3
60,61,57.0,Male,City,Clothing,2022-03-02,743.4950155905507,Debit Card,2,0.0105045784931803,True,5,False,Returning,4.0,West,2024-05-31 11:52:10.267500,System A,3
61,62,21.0,Female,City,Home Appliances,2022-03-03,323.1074482320137,Cash,9,0.0172156542866572,False,3,False,Returning,1.0,East,2024-05-31 11:52:10.267500,System A,3
62,63,19.0,Female,Suburb,Electronics,2022-03-04,110.8734641853534,Debit Card,3,0.222912774913508,False,1,False,New,1.0,South,2024-05-31 11:52:10.267500,System A,3
63,64,23.0,Female,Rural,Clothing,2022-03-05,366.6315796124236,Cash,8,0.4083276216008117,False,3,False,Returning,7.0,North,2024-05-31 11:52:10.267500,System A,3
64,65,59.0,Male,Suburb,Clothing,2022-03-06,277.6893535206803,Credit Card,8,0.4426194393537826,False,5,False,New,2.0,North,2024-05-31 11:52:10.267500,System A,3
65,66,21.0,Female,Rural,Clothing,2022-03-07,844.2847831389494,Credit Card,3,0.0433532837978201,False,3,True,New,7.0,East,2024-05-31 11:52:10.267500,System A,3
66,67,46.0,Female,City,Electronics,2022-03-08,320.2144384092917,Cash,4,0.2691815510505114,False,4,False,Returning,4.0,East,2024-05-31 11:52:10.267500,System A,3
67,68,35.0,Female,Suburb,Electronics,2022-03-09,791.0431470582472,Debit Card,2,0.4566148431396352,False,2,False,New,7.0,West,2024-05-31 11:52:10.267500,System A,3
68,69,43.0,Male,Suburb,Electronics,2022-03-10,892.9534233626274,Cash,4,0.1939863771989431,False,5,True,Returning,7.0,North,2024-05-31 11:52:10.267500,System A,3
69,70,61.0,Male,Rural,Home Appliances,2022-03-11,439.4792453807642,Debit Card,9,0.4147829157141843,False,5,False,Returning,7.0,West,2024-05-31 11:52:10.267500,System A,3
70,71,51.0,Female,City,Home Appliances,2022-03-12,910.843712415848,Credit Card,2,0.0668478271997181,False,3,False,Returning,2.0,North,2024-05-31 11:52:10.267500,System A,3
71,72,27.0,Male,Suburb,Electronics,2022-03-13,383.54487342356094,Debit Card,3,0.4676972448338993,False,4,True,Returning,6.0,North,2024-05-31 11:52:10.267500,System A,3
72,73,53.0,Male,City,Clothing,2022-03-14,964.4376323252072,Cash,4,0.3757116587656513,True,3,True,Returning,1.0,South,2024-05-31 11:52:10.267500,System A,3
73,74,31.0,Male,Suburb,Home Appliances,2022-03-15,98.3966292803172,Cash,5,0.4706671963934508,False,3,False,Returning,5.0,East,2024-05-31 11:52:10.267500,System A,3
74,75,48.0,Male,City,Electronics,2022-03-16,690.1490738382104,Credit Card,1,0.3383086167762532,False,5,False,New,7.0,North,2024-05-31 11:52:10.267500,System A,3
75,76,32.0,Male,Rural,Clothing,2022-03-17,498.8759000523594,Debit Card,7,0.1817019659997135,False,3,False,Returning,5.0,West,2024-05-31 11:52:10.267500,System A,3
76,77,25.0,Male,Suburb,Home Appliances,2022-03-18,393.7723174010906,Debit Card,7,0.4690905862623612,False,2,True,Returning,6.0,East,2024-05-31 11:52:10.267500,System A,3
77,78,31.0,Male,Suburb,Clothing,2022-03-19,636.3847599611149,Debit Card,9,0.1377833881545892,False,3,True,Returning,1.0,West,2024-05-31 11:52:10.267500,System A,3
78,79,40.0,Male,City,Clothing,2022-03-20,706.8185207179879,Credit Card,4,0.1660862610308662,False,2,True,Returning,4.0,East,2024-05-31 11:52:10.267500,System A,3
79,80,57.0,Male,City,Clothing,2022-03-21,14.319636953805997,Debit Card,6,0.3504042090008701,False,5,True,New,5.0,East,2024-05-31 11:52:10.267500,System A,3
80,81,38.0,Male,Suburb,Clothing,2022-03-22,175.28355785972673,Cash,2,0.3826581497626931,False,4,True,New,4.0,North,2024-05-31 11:52:10.267500,System A,3
81,82,33.0,Female,Rural,Home Appliances,2022-03-23,715.9155901279755,Debit Card,4,0.4647017419245769,False,2,False,New,5.0,South,2024-05-31 11:52:10.267500,System A,3
82,83,62.0,Female,City,Home Appliances,2022-03-24,669.7215594424245,Credit Card,2,0.1024012045281047,False,4,False,Returning,4.0,North,2024-05-31 11:52:10.267500,System A,3
83,84,35.0,Male,City,Home Appliances,2022-03-25,966.3870300773904,Debit Card,5,0.398999017609612,False,4,False,Returning,7.0,East,2024-05-31 11:52:10.267500,System A,3
84,85,64.0,Female,City,Electronics,2022-03-26,763.4274123482752,Debit Card,7,0.3692730266984817,False,2,True,Returning,5.0,North,2024-05-31 11:52:10.267500,System A,3
85,86,41.0,Female,Suburb,Home Appliances,2022-03-27,951.2649806540246,Cash,1,0.0318972781267989,False,5,True,New,4.0,North,2024-05-31 11:52:10.267500,System A,3
86,87,43.0,Male,Suburb,Clothing,2022-03-28,705.5150965194589,Debit Card,7,0.1936115706051034,False,1,False,New,6.0,East,2024-05-31 11:52:10.267500,System A,3
87,88,42.0,Male,Suburb,Home Appliances,2022-03-29,305.0716865530487,Cash,6,0.1413827285300493,True,4,False,Returning,2.0,East,2024-05-31 11:52:10.267500,System A,3
88,89,62.0,Male,Suburb,Clothing,2022-03-30,114.31127302834793,Cash,6,0.1522452121770152,False,4,False,Returning,4.0,North,2024-05-31 11:52:10.267500,System A,3
89,90,58.0,Female,Rural,Electronics,2022-03-31,784.0056247114862,Credit Card,8,0.4914734397773504,False,5,False,Returning,2.0,North,2024-05-31 11:52:10.267500,System A,3
90,91,46.0,Female,Rural,Clothing,2022-04-01,647.7077292611567,Cash,8,0.3213887067399639,False,5,False,Returning,2.0,North,2024-05-31 11:52:10.267500,System A,4
91,92,32.0,Male,Suburb,Clothing,2022-04-02,57.70415226936327,Cash,6,0.3588380788967498,False,3,False,New,1.0,West,2024-05-31 11:52:10.267500,System A,4
92,93,62.0,Male,Rural,Clothing,2022-04-03,366.4499612419685,Credit Card,3,0.4883088186575046,True,5,False,Returning,7.0,North,2024-05-31 11:52:10.267500,System A,4
93,94,18.0,Male,City,Electronics,2022-04-04,957.2318173294432,Cash,5,0.1886008912288193,False,4,False,Returning,6.0,West,2024-05-31 11:52:10.267500,System A,4
94,95,42.0,Female,City,Home Appliances,2022-04-05,505.3971342530992,Credit Card,2,0.4009200842264029,False,2,True,Returning,2.0,South,2024-05-31 11:52:10.267500,System A,4
95,96,24.0,Female,City,Home Appliances,2022-04-06,438.4018446595076,Debit Card,5,0.2172654816522476,False,1,False,Returning,3.0,West,2024-05-31 11:52:10.267500,System A,4
96,97,26.0,Female,Suburb,Electronics,2022-04-07,463.122609107701,Credit Card,9,0.4347668359074899,False,3,True,Returning,7.0,North,2024-05-31 11:52:10.267500,System A,4
97,98,41.0,Female,City,Clothing,2022-04-08,216.7938967651121,Cash,1,0.0903287706556515,True,2,False,Returning,2.0,South,2024-05-31 11:52:10.267500,System A,4
98,99,18.0,Male,Rural,Home Appliances,2022-04-09,375.0200991561472,Credit Card,5,0.4738430885321398,False,1,False,Returning,4.0,West,2024-05-31 11:52:10.267500,System A,4
99,100,61.0,Male,Suburb,Electronics,2022-04-10,376.11512342730487,Cash,6,0.1093858542054398,False,1,False,Returning,2.0,West,2024-05-31 11:52:10.267500,System A,4
100,101,25.0,Male,Rural,Home Appliances,2022-04-11,61.83146998559768,Debit Card,7,0.1631102534904657,False,1,False,Returning,4.0,East,2024-05-31 11:52:10.267500,System A,4
101,102,41.0,Male,City,Electronics,2022-04-12,769.8919522327391,Credit Card,9,0.3780961170533902,False,2,False,New,4.0,South,2024-05-31 11:52:10.267500,System A,4
102,103,28.0,Female,City,Clothing,2022-04-13,422.3393875848402,Debit Card,6,0.1968775707827033,False,3,False,Returning,3.0,East,2024-05-31 11:52:10.267500,System A,4
103,104,34.0,Female,City,Home Appliances,2022-04-14,823.958087948259,Cash,5,0.3041056883832233,False,3,True,Returning,2.0,South,2024-05-31 11:52:10.267500,System A,4
104,105,25.0,Male,Suburb,Electronics,2022-04-15,851.8445211086964,Cash,7,0.2222867505347142,False,1,True,New,2.0,West,2024-05-31 11:52:10.267500,System A,4
105,106,52.0,Male,Rural,Home Appliances,2022-04-16,219.87411415167148,Debit Card,1,0.3711849685448909,False,2,False,Returning,5.0,East,2024-05-31 11:52:10.267500,System A,4
106,107,52.0,Female,Suburb,Home Appliances,2022-04-17,660.7799473484273,Credit Card,5,0.1141656261843054,False,1,False,New,7.0,North,2024-05-31 11:52:10.267500,System A,4
107,108,50.0,Male,Suburb,Home Appliances,2022-04-18,477.5589861213519,Credit Card,2,0.0292289936184385,False,5,False,New,5.0,West,2024-05-31 11:52:10.267500,System A,4
108,109,22.0,Female,City,Home Appliances,2022-04-19,881.3551705422702,Cash,4,0.1499646987365331,False,3,False,New,1.0,South,2024-05-31 11:52:10.267500,System A,4
109,110,59.0,Male,Suburb,Electronics,2022-04-20,223.5832723846896,Debit Card,7,0.2371543324342151,False,4,False,Returning,4.0,South,2024-05-31 11:52:10.267500,System A,4
110,111,56.0,Male,Suburb,Clothing,2022-04-21,681.0350683069438,Debit Card,5,0.0840100260963392,False,1,True,Returning,3.0,East,2024-05-31 11:52:10.267500,System A,4
111,112,58.0,Male,City,Electronics,2022-04-22,611.6746010301954,Credit Card,6,0.1773986448281943,False,5,False,Returning,5.0,East,2024-05-31 11:52:10.267500,System A,4
112,113,45.0,Male,Suburb,Electronics,2022-04-23,302.34846279611446,Credit Card,2,0.1999915091467842,False,3,True,Returning,2.0,South,2024-05-31 11:52:10.267500,System A,4
113,114,24.0,Male,City,Electronics,2022-04-24,145.23489461466087,Credit Card,3,0.0286959218441367,False,2,False,Returning,1.0,West,2024-05-31 11:52:10.267500,System A,4
114,115,26.0,Male,City,Clothing,2022-04-25,655.1233628725038,Debit Card,7,0.2916536240921022,False,3,True,New,3.0,East,2024-05-31 11:52:10.267500,System A,4
115,116,25.0,Male,City,Home Appliances,2022-04-26,741.2114835510074,Credit Card,2,0.4421717139856437,False,2,False,New,6.0,North,2024-05-31 11:52:10.267500,System A,4
116,117,29.0,Female,City,Home Appliances,2022-04-27,322.4710703257165,Credit Card,6,0.0758714564765262,False,2,True,Returning,2.0,South,2024-05-31 11:52:10.267500,System A,4
117,118,51.0,Female,Suburb,Home Appliances,2022-04-28,648.3842779820907,Cash,5,0.298904006700757,False,1,False,Returning,2.0,North,2024-05-31 11:52:10.267500,System A,4
118,119,50.0,Female,City,Clothing,2022-04-29,401.1795985353882,Credit Card,1,0.3323696024554231,False,1,False,Returning,6.0,South,2024-05-31 11:52:10.267500,System A,4
119,120,40.0,Female,City,Home Appliances,2022-04-30,716.0748144497916,Credit Card,4,0.2096673402096441,False,3,False,Returning,4.0,North,2024-05-31 11:52:10.267500,System A,4
120,121,41.0,Female,Suburb,Clothing,2022-05-01,207.22312214511257,Debit Card,2,0.350548793682135,False,5,False,Returning,4.0,West,2024-05-31 11:52:10.267500,System A,5
121,122,54.0,Male,Suburb,Home Appliances,2022-05-02,891.3128526098126,Debit Card,4,0.205365771745506,False,3,False,New,5.0,South,2024-05-31 11:52:10.267500,System A,5
122,123,52.0,Male,Rural,Home Appliances,2022-05-03,294.53550050092394,Cash,1,0.2523186439887174,False,4,False,Returning,5.0,West,2024-05-31 11:52:10.267500,System A,5
123,124,61.0,Female,Suburb,Electronics,2022-05-04,374.10812787859135,Credit Card,2,0.0036765222772134,False,2,False,Returning,2.0,East,2024-05-31 11:52:10.267500,System A,5
124,125,57.0,Male,Suburb,Clothing,2022-05-05,67.5110325595463,Cash,8,0.3458600570673444,False,2,True,Returning,7.0,South,2024-05-31 11:52:10.267500,System A,5
125,126,39.0,Female,Rural,Electronics,2022-05-06,120.39709019806364,Debit Card,6,0.3306713394723622,False,1,False,New,2.0,West,2024-05-31 11:52:10.267500,System A,5
126,127,44.0,Female,Suburb,Electronics,2022-05-07,520.7032836852048,Cash,2,0.0192004386631722,False,5,True,Returning,5.0,North,2024-05-31 11:52:10.267500,System A,5
127,128,52.0,Male,Suburb,Electronics,2022-05-08,274.9167499606918,Debit Card,6,0.1841250536975665,False,1,True,Returning,6.0,West,2024-05-31 11:52:10.267500,System A,5
128,129,18.0,Male,Suburb,Clothing,2022-05-09,837.1254234847725,Cash,9,0.4895159203958337,False,4,False,New,5.0,South,2024-05-31 11:52:10.267500,System A,5
129,130,52.0,Male,Suburb,Clothing,2022-05-10,24.546454768404303,Cash,7,0.2103682812843084,True,3,False,Returning,2.0,West,2024-05-31 11:52:10.267500,System A,5
130,131,54.0,Female,Rural,Home Appliances,2022-05-11,385.3031081852168,Credit Card,9,0.2509727025659208,False,3,False,New,3.0,North,2024-05-31 11:52:10.267500,System A,5
131,132,64.0,Male,Suburb,Electronics,2022-05-12,343.97209130140175,Cash,5,0.4549650790798593,False,5,False,Returning,2.0,North,2024-05-31 11:52:10.267500,System A,5
132,133,31.0,Female,Suburb,Home Appliances,2022-05-13,29.134354608425024,Credit Card,7,0.3586309379328782,False,1,True,Returning,3.0,North,2024-05-31 11:52:10.267500,System A,5
133,134,20.0,Female,Rural,Electronics,2022-05-14,133.1247150105051,Credit Card,7,0.2910350655621118,False,1,True,Returning,3.0,East,2024-05-31 11:52:10.267500,System A,5
134,135,18.0,Female,City,Clothing,2022-05-15,419.5062481694489,Credit Card,3,0.3989023406705362,False,4,False,New,2.0,South,2024-05-31 11:52:10.267500,System A,5
135,136,22.0,Male,Rural,Clothing,2022-05-16,497.93593860297216,Credit Card,7,0.4321831332279866,False,3,False,New,7.0,North,2024-05-31 11:52:10.267500,System A,5
136,137,43.0,Male,City,Clothing,2022-05-17,410.2468497823204,Cash,1,0.2284440358686334,False,1,True,New,7.0,East,2024-05-31 11:52:10.267500,System A,5
137,138,31.0,Female,Rural,Electronics,2022-05-18,535.6283016279729,Debit Card,9,0.2375541824659177,True,5,False,New,1.0,North,2024-05-31 11:52:10.267500,System A,5
138,139,56.0,Male,Rural,Clothing,2022-05-19,599.1803581566247,Debit Card,6,0.1930254678259179,False,3,False,New,5.0,West,2024-05-31 11:52:10.267500,System A,5
139,140,44.0,Male,Suburb,Electronics,2022-05-20,19.82458291655728,Debit Card,5,0.4833530700092303,False,4,False,Returning,7.0,South,2024-05-31 11:52:10.267500,System A,5
140,141,26.0,Male,City,Home Appliances,2022-05-21,469.45420785896886,Cash,7,0.3485831271451752,False,5,False,New,4.0,West,2024-05-31 11:52:10.267500,System A,5
141,142,32.0,Female,Suburb,Electronics,2022-05-22,963.8642484787124,Credit Card,5,0.0416115331040361,True,2,False,Returning,2.0,East,2024-05-31 11:52:10.267500,System A,5
142,143,32.0,Female,City,Home Appliances,2022-05-23,523.8419573282532,Debit Card,5,0.4314798116565092,False,4,False,New,3.0,West,2024-05-31 11:52:10.267500,System A,5
143,144,43.0,Male,Rural,Electronics,2022-05-24,680.7668447843637,Cash,7,0.240279970418134,False,5,True,Returning,2.0,West,2024-05-31 11:52:10.267500,System A,5
144,145,59.0,Female,Rural,Home Appliances,2022-05-25,318.7452193377144,Credit Card,7,0.0343769532112437,False,1,False,Returning,5.0,North,2024-05-31 11:52:10.267500,System A,5
145,146,30.0,Male,City,Clothing,2022-05-26,776.2514643712349,Debit Card,3,0.2748586275816555,False,2,False,Returning,6.0,West,2024-05-31 11:52:10.267500,System A,5
146,147,49.0,Male,Suburb,Home Appliances,2022-05-27,775.1922670573539,Credit Card,3,0.208582139487851,False,4,True,Returning,7.0,North,2024-05-31 11:52:10.267500,System A,5
147,148,56.0,Male,Suburb,Clothing,2022-05-28,526.0830871775976,Debit Card,3,0.4388747024313124,False,1,False,New,7.0,North,2024-05-31 11:52:10.267500,System A,5
148,149,49.0,Male,Suburb,Clothing,2022-05-29,976.2536850464214,Debit Card,6,0.1019973018046936,False,2,False,Returning,7.0,South,2024-05-31 11:52:10.267500,System A,5
149,150,21.0,Female,Suburb,Home Appliances,2022-05-30,134.29471261502684,Debit Card,6,0.4132323047460914,False,3,False,Returning,3.0,East,2024-05-31 11:52:10.267500,System A,5
150,151,47.0,Female,Rural,Electronics,2022-05-31,26.778188240685186,Credit Card,3,0.2788443455927263,False,1,True,Returning,4.0,East,2024-05-31 11:52:10.267500,System A,5
151,152,54.0,Female,Rural,Electronics,2022-06-01,772.456629639525,Cash,3,0.0273051516067345,False,5,False,Returning,4.0,East,2024-05-31 11:52:10.267500,System A,6
152,153,40.0,Male,Rural,Electronics,2022-06-02,809.0839819912337,Credit Card,8,0.4859226506627423,False,4,False,Returning,7.0,North,2024-05-31 11:52:10.267500,System A,6
153,154,56.0,Male,Rural,Electronics,2022-06-03,129.0051568293705,Debit Card,8,0.2563076220515999,False,2,True,Returning,4.0,East,2024-05-31 11:52:10.267500,System A,6
154,155,62.0,Male,Rural,Electronics,2022-06-04,272.92700462902,Credit Card,7,0.1454384271157912,False,1,False,Returning,6.0,North,2024-05-31 11:52:10.267500,System A,6
155,156,32.0,Female,Suburb,Clothing,2022-06-05,27.37683973296262,Cash,4,0.234703420994629,True,3,False,Returning,7.0,South,2024-05-31 11:52:10.267500,System A,6
